f111	x	y	elev240	slope240	forest240	dtree240	dhigh240	descape240	rghasp240	amuse	elkuse	wolfuse	road240
1	533943.78694287	5000913.9525786	2756.344	23.57813	1	118.3664	18.3448	18.3448	1.155357	0	10332.93	0	0
1	534183.78694287	5000913.9525786	2759.234	25.04688	32	23.91344	11.5579	11.5579	1.070512	0	12206.49	0	0
1	534423.78694287	5000913.9525786	2780.125	24.84375	27	26.01283	9.6829	9.6829	1.057038	0	12059.37	0	0
1	534663.78694287	5000913.9525786	2711.641	27.85938	34	29.9214	4.881662	4.881662	1.121698	0	12729.85	0	0
1	534903.78694287	5000913.9525786	2596.344	27.48438	58	2.8125	24.74519	2.8125	1.152651	0	12740	0	0
1	535143.78694287	5000913.9525786	2497.156	13.53125	64	0	190.1997	0	0.9489583	0	13907.75	0	0
1	535383.78694287	5000913.9525786	2481.906	7.140625	64	0	187.8033	0	0.8850844	0	13494.66	0	0
1	535623.78694287	5000913.9525786	2538.266	21.98438	64	0	10.97541	0	0.8976787	0	12896.71	0	0
1	535863.78694287	5000913.9525786	2662.797	26.85938	64	0	27.19777	0	0.9713025	0	10588.36	0	0
1	536103.78694287	5000913.9525786	2765.813	25.23438	64	0	0.46875	0	0.9927891	0	12851.26	0	0
1	536343.78694287	5000913.9525786	2905.516	34	63	0.46875	9.324807	0.46875	1.328035	0	15117.05	0	0
1	536583.78694287	5000913.9525786	2982.406	28.60938	9	74.01951	23.56968	23.56968	1.309272	0	16888.65	0	0
1	536823.78694287	5000913.9525786	3027.563	26.26563	0	265.931	27.4524	27.4524	1.118436	0	17614.61	0	0
1	537063.78694287	5000913.9525786	2921.859	22.90625	0	381.6839	16.35606	16.35606	0.9149672	0	18707.98	0	0
1	537303.78694287	5000913.9525786	2828.844	14.95313	0	177.7218	43.60585	43.60585	0.9558302	0	19934.04	0	0
1	537543.78694287	5000913.9525786	2749.25	19.625	31	27.53497	85.45667	27.53497	0.9189228	0	20734.34	0	0
1	537783.78694287	5000913.9525786	2693.516	12.8125	64	0	243.3026	0	0.96952	0	19570.14	0	0
1	538023.78694287	5000913.9525786	2668.125	12.59375	36	17.1829	253.7485	17.1829	0.7706649	0	19814.38	0	0
1	538263.78694287	5000913.9525786	2664.984	15.01563	46	11.03588	184.3539	11.03588	0.584155	0	19279.49	0	0
1	538503.78694287	5000913.9525786	2657.438	16.54688	39	12.88373	101.1593	12.88373	0.8676612	0	19667.15	0	0
1	538743.78694287	5000913.9525786	2669.766	15.125	52	9.244383	184.9379	9.244383	1.030132	0	19522.86	0	0
1	538983.78694287	5000913.9525786	2674.719	14.01563	59	3.006663	174.5723	3.006663	0.8127716	0	19337.79	0	0
1	539223.78694287	5000913.9525786	2746.594	19.5	64	0	42.38672	0	0.9158046	0	19185.03	0	0
1	539463.78694287	5000913.9525786	2835.156	22.34375	64	0	8.162912	0	0.9405262	0	20720.3	0	0
1	539703.78694287	5000913.9525786	2933.891	19.46875	32	29.67452	52.27163	29.67452	1.075844	0	22342.38	0	0
1	539943.78694287	5000913.9525786	2963.375	13.15625	0	225.0132	171.2899	171.2899	0.9213811	0	24249.61	0	0
1	540183.78694287	5000913.9525786	2947.922	11.46875	0	390.396	167.5573	167.5573	0.870519	0	24271.91	0	0
1	540423.78694287	5000913.9525786	2936.156	17.17188	0	349.073	49.22205	49.22205	1.05931	0	22268.6	0	0
1	540663.78694287	5000913.9525786	2917.5	27	0	235.8461	5.544575	5.544575	0.9694369	0	19499.73	0	0
1	540903.78694287	5000913.9525786	2892.078	24.32813	5	78.51774	21.62296	21.62296	1.129427	0	20205.49	0	0
1	541143.78694287	5000913.9525786	2844.438	16.78125	41	12.52563	196.6111	12.52563	0.8955437	0	22195.02	0	0
1	541383.78694287	5000913.9525786	2822.203	9.59375	28	35.88644	309.9728	35.88644	0.8137864	0	25412.49	0	0
1	541623.78694287	5000913.9525786	2801.328	7.90625	58	3.006663	204.2378	3.006663	0.8703439	0	25823.3	0	0
1	541863.78694287	5000913.9525786	2797.766	9.5625	56	5.186482	210.7993	5.186482	0.8537872	0	24462.77	0	0
1	542103.78694287	5000913.9525786	2789.797	12.45313	51	7.80482	177.7193	7.80482	0.9399178	0	21663.04	0	0
1	542343.78694287	5000913.9525786	2744.609	18.32813	61	1.40625	17.48772	1.40625	0.9645586	0	18943.02	0	0
1	542583.78694287	5000913.9525786	2642.656	30.0625	64	0	16.46671	0	1.169626	0	14718.73	0	0
1	542823.78694287	5000913.9525786	2540.359	22.8125	64	0	28.89429	0	0.9689633	0	13170.55	0	0
1	543063.78694287	5000913.9525786	2485.375	13.60938	64	0	109.4075	0	0.9160942	0	13516.77	0	0
1	543303.78694287	5000913.9525786	2455.531	7.203125	64	0	206.0187	0	0.8425602	0	13509.63	0	0
1	543543.78694287	5000913.9525786	2472.469	11.92188	64	0	136.8287	0	0.7759115	0	13204.73	0	0
1	543783.78694287	5000913.9525786	2529.188	24.34375	64	0	7.918557	0	1.055639	0	12154.8	0	0
1	544023.78694287	5000913.9525786	2628.688	28.57813	62	0.9375	0	0	1.246152	0	12407.1	0	0
1	544263.78694287	5000913.9525786	2736.75	31.20313	64	0	0.46875	0	1.257938	0	12058.64	0	0
1	544503.78694287	5000913.9525786	2756.891	34.35938	64	0	0	0	1.309389	0	12523.14	0	0
1	544743.78694287	5000913.9525786	2832.75	30.85938	41	12.76999	0	0	1.245737	0	12686.95	0	0
1	544983.78694287	5000913.9525786	2842.75	33.46875	63	0.46875	0	0	1.192046	0	13592.53	0	0
1	545223.78694287	5000913.9525786	2911.281	30.57813	59	3.006663	1.40625	1.40625	1.219695	0	16447.31	0	0
1	545463.78694287	5000913.9525786	2900.156	21.73438	52	7.061482	22.42985	7.061482	1.18651	0	22153.91	0	0
1	545703.78694287	5000913.9525786	2870.031	20.78125	61	1.40625	15.72338	1.40625	1.080291	0	24296.54	1.882629e-006	0
1	545943.78694287	5000913.9525786	2800.016	26.32813	64	0	18.48568	0	0.9810435	0	25966.75	9.949379e-006	0
1	546183.78694287	5000913.9525786	2710.328	22.90625	64	0	18.2111	0	0.9469177	0	25376.16	4.089588e-005	0
1	546423.78694287	5000913.9525786	2638.109	18.5625	64	0	60.77023	0	0.9942709	0	25774.8	9.164637e-005	0
1	546663.78694287	5000913.9525786	2606.063	17.23438	64	0	124.9398	0	0.9033226	0	26162.39	0.0001245255	0
1	546903.78694287	5000913.9525786	2568.203	18	64	0	107.2039	0	1.010527	0	26026.33	0.0001499751	0
1	547143.78694287	5000913.9525786	2522.281	12.10938	64	0	102.611	0	0.9662266	0	26017.93	0.0001343417	0
1	514983.78694287	5000673.9525786	1858.438	23.5625	0	1066.515	9.160877	9.160877	1.104425	0	2374.43	0	18.35938
1	515223.78694287	5000673.9525786	1921.141	21.53125	0	899.8762	24.30049	24.30049	1.024951	0	2600.579	0	1.25
1	515463.78694287	5000673.9525786	1970.906	22.71875	0	727.3086	55.66867	55.66867	1.165324	0	3410.762	0	0
1	515703.78694287	5000673.9525786	2007.703	14.92188	0	602.8285	129.8913	129.8913	1.085235	0	3817.437	0	0
1	515943.78694287	5000673.9525786	1998.109	13.89063	0	534.5373	124.6085	124.6085	1.038189	0	3976.405	0	0
1	516183.78694287	5000673.9525786	2017.859	15.875	0	354	17.77165	17.77165	1.088789	0	3682.865	0	0.171875
1	516423.78694287	5000673.9525786	1963.797	23.51563	3	128.5678	43.86881	43.86881	1.001735	0	3443.613	0	2.453125
1	516663.78694287	5000673.9525786	1929.844	11.85938	34	22.13121	98.32584	22.13121	0.9652187	0	3446.034	0	5.96875
1	516903.78694287	5000673.9525786	1974.5	17.0625	7	99.66753	116.1942	99.66753	0.9889705	0	3572.293	0	12.4375
1	517143.78694287	5000673.9525786	1987.938	18.67188	0	290.405	70.66959	70.66959	1.015883	0	3592.463	0	21.25
1	517383.78694287	5000673.9525786	1989.703	17.4375	0	474.3545	35.96288	35.96288	1.156537	0	3748.237	0	23.125
1	517623.78694287	5000673.9525786	2011.078	19.10938	0	605.3414	85.6606	85.6606	1.017183	0	3899.951	0	23.125
1	517863.78694287	5000673.9525786	2002.656	17.21875	0	527.9673	89.06234	89.06234	1.002557	0	4175.612	0	22.65625
1	518103.78694287	5000673.9525786	2005.813	15.71875	0	324.3879	101.2845	101.2845	1.056959	0	4363.662	0	19.82813
1	518343.78694287	5000673.9525786	1996.656	13.875	1	122.1645	164.3359	122.1645	0.982496	0	4498.313	0	16.07813
1	518583.78694287	5000673.9525786	2014.156	11.53125	41	16.49695	112.7066	16.49695	1.072288	0	4772.564	0	8.25
1	518823.78694287	5000673.9525786	2034.047	7.875	11	66.3905	126.1153	66.3905	0.9951239	0	4767.055	0	0.75
1	519063.78694287	5000673.9525786	2009.391	12.875	31	31.8085	183.7724	31.8085	1.034339	0	4695.141	0	0
1	519303.78694287	5000673.9525786	2026.359	13.64063	64	0	67.08953	0	0.9924479	0	4656.577	0	0
1	519543.78694287	5000673.9525786	2086.906	24.25	26	44.25137	4.6875	4.6875	1.097344	0	4799.569	0	0
1	519783.78694287	5000673.9525786	2069.438	21.57813	23	46.74177	55.52603	46.74177	0.8877986	0	4763.954	0	0
1	520023.78694287	5000673.9525786	2047.797	13.96875	53	6.786895	116.6983	6.786895	0.9847769	0	5098.24	0	0
1	520263.78694287	5000673.9525786	2054.5	16.1875	56	3.944163	74.77141	3.944163	0.9378345	0	5287.601	0	0
1	520503.78694287	5000673.9525786	2078.109	14.0625	56	3.75	180.8725	3.75	0.9700857	0	5635.772	0	0
1	520743.78694287	5000673.9525786	2107.875	13.07813	64	0	207.6156	0	1.062475	0	6102.471	0	0
1	520983.78694287	5000673.9525786	2140	15.14063	64	0	233.9474	0	0.8365728	0	6612.508	0	0
1	521223.78694287	5000673.9525786	2164.047	15.40625	64	0	149.9988	0	0.7300242	0	6860.47	0	0
1	521463.78694287	5000673.9525786	2194.578	16.03125	64	0	62.92191	0	0.9508868	0	6994.485	0	0
1	521703.78694287	5000673.9525786	2264.453	23.03125	64	0	12.10707	0	1.020034	0	7380.292	0	0
1	521943.78694287	5000673.9525786	2310.375	20.82813	64	0	84.575	0	1.10993	0	7807.172	0	0
1	522183.78694287	5000673.9525786	2302.828	15.51563	64	0	109.7908	0	1.087226	0	8587.96	0	0
1	522423.78694287	5000673.9525786	2337.469	21.25	64	0	25.85596	0	1.028882	0	8185.708	0	0
1	522663.78694287	5000673.9525786	2448.141	29.45313	64	0	2.34375	0	1.223512	0	7007.283	0	0
1	522903.78694287	5000673.9525786	2476.234	31.25	64	0	1.40625	0	1.339186	0	7091.939	0	0
1	523143.78694287	5000673.9525786	2527.703	28.28125	64	0	3.75	0	1.286966	0	7714.255	0	0
1	523383.78694287	5000673.9525786	2572.516	21.78125	64	0	6.756662	0	1.07775	0	8917.72	0	0
1	523623.78694287	5000673.9525786	2621.984	25.23438	63	0.46875	5.819162	0.46875	1.158551	0	9746.879	0	0
1	523863.78694287	5000673.9525786	2697.625	29.70313	45	9.957488	5.625	5.625	1.126531	0	10388.8	0	0
1	524103.78694287	5000673.9525786	2789.266	28.9375	38	16.30278	11.16957	11.16957	1.078138	0	10424.7	0	0
1	524343.78694287	5000673.9525786	2847.719	25.875	33	23.14295	7.03125	7.03125	1.238584	0	10987.65	0	0
1	524583.78694287	5000673.9525786	2745.438	30.625	30	28.52542	33.04363	28.52542	1.135298	0	12339.36	0	0
1	524823.78694287	5000673.9525786	2691.313	13.85938	48	10.97541	104.9262	10.97541	0.9065576	0	11461.79	0	0
1	525063.78694287	5000673.9525786	2749.406	25.65625	22	31.44675	7.96875	7.96875	1.258369	0	15774.22	0	0
1	525303.78694287	5000673.9525786	2740.672	16.8125	61	1.40625	160.4138	1.40625	0.9874371	0	16724.87	0	0
1	525543.78694287	5000673.9525786	2726.016	14.3125	64	0	244.9822	0	0.8628435	0	19586.09	0	0
1	525783.78694287	5000673.9525786	2724.188	12.39063	64	0	57.51348	0	0.943741	0	19901.99	0	0
1	526023.78694287	5000673.9525786	2795.75	18.04688	45	9.763325	81.46508	9.763325	0.9970793	0	19325.92	0	0
1	526263.78694287	5000673.9525786	2865.516	20	36	26.20163	97.95925	26.20163	1.125779	0	19745.1	0	0
1	526503.78694287	5000673.9525786	2859.141	12.5625	0	226.357	231.8799	226.357	0.8810255	0	19396.81	0	0
1	526743.78694287	5000673.9525786	2848.094	14.35938	0	412.3478	115.1021	115.1021	1.023539	0	19011.92	0	0
1	526983.78694287	5000673.9525786	2837.609	12.46875	0	420.295	192.4306	192.4306	0.9598711	0	18378.64	0	0
1	527223.78694287	5000673.9525786	2838.406	9.25	0	432.4818	141.5646	141.5646	0.9969109	0	17768.82	0	0
1	527463.78694287	5000673.9525786	2862.063	18.25	0	522.8239	76.51712	76.51712	1.083448	0	17812.8	0	0
1	527703.78694287	5000673.9525786	2884.734	15.89063	0	530.067	81.76312	81.76312	0.9007992	0	14852.36	0	0
1	527943.78694287	5000673.9525786	2954.75	31.84375	0	526.5172	0	0	0.9844042	0	12253.34	0	0
1	528183.78694287	5000673.9525786	3056.984	29.71875	0	534.7128	2.8125	2.8125	1.135073	0	8794.695	0	0
1	528423.78694287	5000673.9525786	2981.359	30.14063	0	532.4193	3.75	3.75	1.074351	0	9119.907	0	0
1	528663.78694287	5000673.9525786	2868.078	17.96875	0	321.3879	129.0683	129.0683	0.9431192	0	12205.27	0	0
1	528903.78694287	5000673.9525786	2837.641	12.28125	8	93.20837	104.4424	93.20837	0.9663613	0	14356.83	0	0
1	529143.78694287	5000673.9525786	2838.703	22.96875	39	15.99796	47.26958	15.99796	0.979463	0	15645.6	0	0
1	529383.78694287	5000673.9525786	2833.453	24.875	16	63.65094	50.92538	50.92538	0.93279	0	17182.06	0	0
1	529623.78694287	5000673.9525786	2800.922	15.90625	4	89.95019	100.8144	89.95019	0.9350328	0	17331.36	0	0
1	529863.78694287	5000673.9525786	2814.75	18.65625	21	39.22943	4.717732	4.717732	1.202714	0	17992.02	0	0
1	530103.78694287	5000673.9525786	2775.906	32.03125	13	64.06838	10.03791	10.03791	1.304113	0	18043.11	0	0
1	530343.78694287	5000673.9525786	2670.891	13.32813	50	10.06814	184.7965	10.06814	0.9876167	0	18143.09	0	0
1	530583.78694287	5000673.9525786	2633.797	12.20313	47	10.23207	420.0391	10.23207	0.9507319	0	20309.84	0	0
1	530823.78694287	5000673.9525786	2615.469	9.5	47	9.019988	530.114	9.019988	0.9046987	0	20164.77	0	0
1	531063.78694287	5000673.9525786	2652.297	11.40625	64	0	322.8883	0	0.9243759	0	20590.53	0	0
1	531303.78694287	5000673.9525786	2706.719	13.4375	64	0	135.995	0	0.8439857	0	19754.85	0	0
1	531543.78694287	5000673.9525786	2768.563	17.76563	64	0	42.7352	0	0.7959007	0	18813.65	0	0
1	531783.78694287	5000673.9525786	2848.766	23.59375	43	17.56814	14.72541	14.72541	0.9836162	0	16962.38	0	0
1	532023.78694287	5000673.9525786	2805.391	18.10938	0	138.114	51.2955	51.2955	1.023063	0	16029.48	0	0
1	532263.78694287	5000673.9525786	2729.953	21.64063	5	90.40911	46.93892	46.93892	0.9676275	0	17113.62	0	0
1	532503.78694287	5000673.9525786	2708.859	19.51563	39	16.9657	27.11917	16.9657	1.034025	0	15891.09	0	0
1	532743.78694287	5000673.9525786	2790.969	24.85938	54	5.075825	4.412912	4.412912	1.079198	0	17774.77	0	0
1	532983.78694287	5000673.9525786	2911.391	25.35938	18	52.85999	30.34913	30.34913	1.212855	0	15647.23	0	0
1	533223.78694287	5000673.9525786	2966.266	23.23438	0	178.6341	17.35402	17.35402	1.204418	0	14527.78	0	0
1	533463.78694287	5000673.9525786	3024.016	25.5	0	283.0916	59.24398	59.24398	1.299028	0	12819.34	0	0
1	533703.78694287	5000673.9525786	2984.531	22.4375	0	332.4836	29.29717	29.29717	1.177813	0	12499.91	0	0
1	533943.78694287	5000673.9525786	2915.953	35.17188	0	223.7421	4.138325	4.138325	1.371202	0	11858.94	0	0
1	534183.78694287	5000673.9525786	2821.516	28.35938	22	44.74915	9.763325	9.763325	1.221478	0	11796.51	0	0
1	534423.78694287	5000673.9525786	2725.266	20.875	62	0.9375	43.36149	0.9375	1.106014	0	10533.68	0	0
1	534663.78694287	5000673.9525786	2663.953	21.23438	64	0	24.43855	0	0.974358	0	11526.66	0	0
1	534903.78694287	5000673.9525786	2592.531	21.09375	64	0	73.14265	0	1.039363	0	12327.8	0	0
1	535143.78694287	5000673.9525786	2523.656	13.96875	64	0	229.7228	0	0.8906542	0	13875.84	0	0
1	535383.78694287	5000673.9525786	2509.344	13.25	64	0	110.1239	0	0.8502335	0	13734.95	0	0
1	535623.78694287	5000673.9525786	2565.484	21.20313	64	0	15.14089	0	0.9740459	0	12725.71	0	0
1	535863.78694287	5000673.9525786	2691.938	33.5	51	7.144988	1.40625	1.40625	1.160637	0	11331.26	0	0
1	536103.78694287	5000673.9525786	2839.344	38.95313	56	3.75	4.138325	3.75	1.346592	0	14323.81	0	0
1	536343.78694287	5000673.9525786	2984.063	24.76563	29	37.25121	86.16298	37.25121	1.114312	0	17481.25	0	0
1	536583.78694287	5000673.9525786	3012.188	6.40625	0	172.2654	126.1528	126.1528	0.9638874	0	19392.73	0	0
1	536823.78694287	5000673.9525786	3031.359	25.73438	0	362.2546	21.90063	21.90063	1.183432	0	19034.62	0	0
1	537063.78694287	5000673.9525786	2917.266	23.23438	0	411.043	27.66652	27.66652	0.9770137	0	19249.78	0	0
1	537303.78694287	5000673.9525786	2825.875	12.35938	0	189.6811	104.3864	104.3864	0.8426859	0	19495.33	0	0
1	537543.78694287	5000673.9525786	2776.906	16.9375	37	23.54673	86.29718	23.54673	0.9465068	0	20922.34	0	0
1	537783.78694287	5000673.9525786	2725.922	14.70313	64	0	221.565	0	0.7489875	0	19398.63	0	0
1	538023.78694287	5000673.9525786	2669.391	15.78125	64	0	154.282	0	0.6854077	0	19589.34	0	0
1	538263.78694287	5000673.9525786	2623.313	10.84375	49	8.082488	233.5894	8.082488	0.7710354	0	18893.14	0	0
1	538503.78694287	5000673.9525786	2606.719	8.09375	41	13.35248	280.9724	13.35248	0.7714709	0	19214.53	0	0
1	538743.78694287	5000673.9525786	2617.594	12.60938	64	0	310.7111	0	0.9594042	0	19368.98	0	0
1	538983.78694287	5000673.9525786	2641.938	11.78125	64	0	152.8963	0	0.7667453	0	19095.8	0	0
